市净率_diff1,0.002964083073620338
WindA_成交量_diff1,0.002235215098527486
Industry_周成交量_diff1,0.002197202537935211
WindA_市净率PB(LF)_diff1,0.002156546999169661
最低价(元)_diff1,0.0019790931737690394
周最低价(元)_diff1,0.0019133236963474192
换手率(%)_diff1,0.0017975988931821598
股息率_diff1,0.0017384622580134419
ret_lag3,0.0013632769330180628
开盘价(元)_diff1,0.0013075544753216144
Industry_周最低价_diff1,0.0012983773253705364
周换手率_diff1,0.001127851712539455
WindA_周最低价_diff1,0.0009535637937720999
一致预测净利润FY2(元)_diff1,0.0009384150959818922
宏观_金融机构各项贷款余额_diff1,0.0009014733912481903
WindA_周均价_diff1,0.000843820474867032
涨跌(元),0.0008042146366497395
宏观_进口价格指数(总)_diff1,0.0007864662800791955
周最高价(元)_diff1,0.0007182374625329481
宏观_进口价格指数(车船航),0.0007104081901581033
ret_lag7,0.0006058406157788659
WindA_涨跌幅,0.0006007079192616295
Industry_周最高价_diff1,0.0005605517587381814
Industry_股息率(近12个月)_diff1,0.0005458802650031399
宏观_PPI_diff1,0.000540786882698394
ret_lag1,0.0005055162168056525
WindA_换手率_diff1,0.0004714115938397602
收盘价(元)_diff1,0.0004617121678604076
Industry_收盘价_diff1,0.0003914402937348814
市盈率_diff1,0.0003844548947347367
Industry_周涨跌幅,0.0003361264678456387
Industry_市盈率PE(TTM)_diff1,0.0003122121486479648
WindA_一致预测净利润(FY1)_diff1,0.00028657179956697703
最高价(元)_diff1,0.00028486915624208116
Industry_自由流通股本_diff1,0.00023763269056971195
成交金额(元)_diff1,0.0002333689052657337
ret_lag2,9.958214861664381e-05
WindA_一致预测净利润(FY2)_diff1,8.379634956559561e-05
Industry_一致预测净利润(FY1)_diff1,7.070095036159115e-05
A股流通市值(元)_diff1,1.2230662024810453e-05
Industry_一致预测净利润(FY2)_diff1,3.045874525576526e-06
宏观_出口价格指数(车船航),-9.866821317601167e-05
宏观_固定资产投资完成额,-0.00012994798090042598
ret_lag6,-0.0001336171828005581
宏观_M2_diff2,-0.00022571150227763698
宏观_CPI,-0.00024298018730555947
WindA_周最高价_diff1,-0.0003210917184288821
市现率_diff1,-0.00035713871134351193
Industry_成交量_diff1,-0.00040271748985127724
WindA_收盘价_diff1,-0.00045475900870395287
宏观_出口价格指数(总),-0.0004660871438348754
一致预测净利润FY1(元)_diff1,-0.0005519651436528341
主力净流入量(股),-0.0006202833485853852
宏观_社会融资规模_diff1,-0.0006387157248813956
ret_lag5,-0.0006686942137596864
WindA_自由流通股本_diff1,-0.0006844253889740883
均价(元)_diff1,-0.0007152370110137879
WindA_周涨跌幅,-0.0007397129441895488
成交量(股),-0.0008085472960391602
WindA_股息率(近12个月)_diff1,-0.0008586190070062711
Industry_周均价_diff1,-0.0008612217099277569
宏观_社会消费品零售总额_diff1,-0.0008687271532194824
Industry_涨跌幅,-0.0013926829625034514
WindA_周成交量_diff1,-0.0014286979219972937
ret_lag4,-0.001572090864140158
Industry_市净率PB(LF)_diff1,-0.001622715397552147
涨跌幅(%),-0.0016474018508644253
前收盘价(元)_diff1,-0.0016742027968999606
市销率_diff1,-0.002165560747941338
WindA_市盈率PE(TTM)_diff1,-0.002262982856858835
Industry_换手率_diff1,-0.003165878891931225
