2022-01-04,
2022-01-05,5.818241742329993
2022-01-06,5.768256847636436
2022-01-07,5.978193405349374
2022-01-10,6.248111836694579
2022-01-11,6.348081626081693
2022-01-12,6.2381148577558685
2022-01-13,6.168136005184889
2022-01-14,6.128148089430043
2022-01-17,5.938205489594528
2022-01-18,5.978193405349374
2022-01-19,6.338084647142981
2022-01-20,6.428057457591383
2022-01-21,6.518030268039785
2022-01-24,6.3780725628978265
2022-01-25,6.458048394407517
2022-01-26,6.268105794572001
2022-01-27,6.468045373346229
2022-01-28,6.388069541836538
2022-02-07,6.218120899878445
2022-02-08,6.608003078488188
2022-02-09,6.62799703636561
2022-02-10,6.568015162733342
2022-02-11,6.717969846814012
2022-02-14,6.667984952120455
2022-02-15,6.468045373346229
2022-02-16,6.458048394407517
2022-02-17,6.55801818379463
2022-02-18,6.578012141672054
2022-02-21,6.677981931059167
2022-02-22,6.568015162733342
2022-02-23,6.518030268039785
2022-02-24,6.358078605020404
2022-02-25,6.208123920939734
2022-02-28,6.168136005184889
2022-03-01,6.208123920939734
2022-03-02,6.248111836694579
2022-03-03,6.258108815633291
2022-03-04,6.408063499713961
2022-03-07,6.288099752449425
2022-03-08,6.258108815633291
2022-03-09,6.088160173675198
2022-03-10,6.128148089430043
2022-03-11,6.038175278981642
2022-03-14,5.958199447471951
2022-03-15,5.898217573839683
2022-03-16,5.548323310984786
2022-03-17,5.6582900793106115
2022-03-18,5.638296121433188
2022-03-21,5.838235700207415
2022-03-22,5.788250805513859
2022-03-23,5.918211531717105
2022-03-24,5.918211531717105
2022-03-25,5.888220594900972
2022-03-28,5.788250805513859
2022-03-29,5.898217573839683
2022-03-30,5.888220594900972
2022-03-31,6.048172257920353
2022-04-01,6.0281783000429305
2022-04-06,6.09815715261391
2022-04-07,6.458048394407517
2022-04-08,6.47804235228494
2022-04-11,6.757957762568857
2022-04-12,6.8879184887721046
2022-04-13,6.937903383465661
2022-04-14,6.757957762568857
2022-04-15,6.807942657262413
2022-04-18,6.737963804691435
2022-04-19,6.578012141672054
2022-04-20,6.747960783630146
2022-04-21,6.458048394407517
2022-04-22,6.358078605020404
2022-04-25,6.518030268039785
2022-04-26,6.368075583959116
2022-04-27,6.647990994243033
2022-04-28,6.737963804691435
2022-04-29,7.077861088607619
2022-05-05,7.077861088607619
2022-05-06,7.117849004362465
2022-05-09,6.827936615139836
2022-05-10,6.897915467710816
2022-05-11,7.137842962239887
2022-05-12,6.8879184887721046
2022-05-13,6.92790640452695
2022-05-16,7.00788223603664
2022-05-17,6.907912446649528
2022-05-18,6.807942657262413
2022-05-19,6.667984952120455
2022-05-20,6.877921509833393
2022-05-23,6.977891299220507
2022-05-24,6.7079728678753
2022-05-25,6.498036310162362
2022-05-26,6.62799703636561
2022-05-27,6.7979456783237024
2022-05-30,6.917909425588238
2022-05-31,6.767954741507568
2022-06-01,6.568015162733342
2022-06-02,6.528027246978497
2022-06-06,6.488039331223652
2022-06-07,6.258108815633291
2022-06-08,6.298096731388136
2022-06-09,6.248111836694579
2022-06-10,6.318090689265559
2022-06-13,6.318090689265559
2022-06-14,6.09815715261391
2022-06-15,6.208123920939734
2022-06-16,6.428057457591383
2022-06-17,6.318090689265559
2022-06-20,6.3080937103268475
2022-06-21,6.218120899878445
2022-06-22,6.218120899878445
2022-06-23,6.128148089430043
2022-06-24,6.158139026246178
2022-06-27,6.078163194736487
2022-06-28,6.038175278981642
2022-06-29,6.048172257920353
2022-06-30,6.118151110491333
2022-07-01,6.138145068368755
2022-07-04,6.278102773510714
2022-07-05,6.198126942001023
2022-07-06,6.338084647142981
2022-07-07,6.1781329841236
2022-07-08,6.118151110491333
2022-07-11,6.278102773510714
2022-07-12,6.468045373346229
2022-07-13,6.598006099549476
2022-07-14,6.647990994243033
2022-07-15,6.598006099549476
2022-07-18,6.468045373346229
2022-07-19,6.47804235228494
2022-07-20,6.458048394407517
2022-07-21,6.408063499713961
2022-07-22,6.208123920939734
2022-07-25,6.218120899878445
2022-07-26,6.218120899878445
2022-07-27,6.2381148577558685
2022-07-28,6.1781329841236
2022-07-29,6.128148089430043
2022-08-01,5.778253826575147
2022-08-02,5.708274974004167
2022-08-03,5.598308205678343
2022-08-04,5.468347479475096
2022-08-05,5.548323310984786
2022-08-08,5.578314247800921
2022-08-09,5.568317268862209
2022-08-10,5.5183323741686525
2022-08-11,5.488341437352519
2022-08-12,5.578314247800921
2022-08-15,5.618302163555766
2022-08-16,5.568317268862209
2022-08-17,5.5883112267396315
2022-08-18,5.608305184617055
2022-08-19,5.5183323741686525
2022-08-22,5.5883112267396315
2022-08-23,5.688281016126745
2022-08-24,5.638296121433188
2022-08-25,5.5883112267396315
2022-08-26,5.678284037188034
2022-08-29,5.628299142494477
2022-08-30,5.668287058249322
2022-08-31,5.738265910820302
2022-09-01,5.748262889759014
2022-09-02,5.818241742329993
2022-09-05,5.778253826575147
2022-09-06,5.848232679146126
2022-09-07,5.868226637023549
2022-09-08,5.838235700207415
2022-09-09,5.828238721268704
2022-09-13,5.868226637023549
2022-09-14,5.828238721268704
2022-09-15,5.728268931881591
2022-09-16,5.7982477844525695
2022-09-19,5.5183323741686525
2022-09-20,5.578314247800921
2022-09-21,5.508335395229941
2022-09-22,5.5883112267396315
2022-09-23,5.488341437352519
2022-09-26,5.528329353107364
2022-09-27,5.308395816455715
2022-09-28,5.368377690087983
2022-09-29,5.258410921762158
2022-09-30,5.2184230060073125
2022-10-10,5.228419984946025
2022-10-11,5.358380711149271
2022-10-12,5.308395816455715
